out	asmid	species	strain	locustag	busco	hlen	table	genome_fa
GCA_947297755.1_246_Pichia_kluyveri	GCA_947297755.1_246_Pichia_kluyveri	Pichia kluyveri		F493DA12	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_947297755.1_246_Pichia_kluyveri.fa.gz
GCA_030062975.1_ASM3006297v1	GCA_030062975.1_ASM3006297v1	Pichia kluyveri	APC 11.10 B	FE01CBDA	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030062975.1_ASM3006297v1.fa.gz
GCA_023629335.1_ASM2362933v1	GCA_023629335.1_ASM2362933v1	Pichia kluyveri	B7036	F25CA350	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629335.1_ASM2362933v1.fa.gz
GCA_003327685.1_ASM332768v1	GCA_003327685.1_ASM332768v1	Pichia kluyveri	CBA6002	FE832DB0	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003327685.1_ASM332768v1.fa.gz
GCA_037040945.1_ASM3704094v1	GCA_037040945.1_ASM3704094v1	Pichia kluyveri	DX115-08	FB65CF0A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037040945.1_ASM3704094v1.fa.gz
GCA_030564505.1_ASM3056450v1	GCA_030564505.1_ASM3056450v1	Pichia kluyveri	NRRL Y-11519	FE1F14E4	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030564505.1_ASM3056450v1.fa.gz
GCA_037102705.1_ASM3710270v1	GCA_037102705.1_ASM3710270v1	Pichia kluyveri	PK-24	FA218425	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037102705.1_ASM3710270v1.fa.gz
GCA_029581865.1_ASM2958186v1	GCA_029581865.1_ASM2958186v1	Pichia kluyveri	UCDFST 05-608	F6255DEC	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_029581865.1_ASM2958186v1.fa.gz
GCA_019096115.1_ASM1909611v1	GCA_019096115.1_ASM1909611v1	Pichia kluyveri	X31-10	F34D5C13	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_019096115.1_ASM1909611v1.fa.gz
GCA_937871405.1_ERR4757847_bin.1_CONCOCT_v1.1_MAG	GCA_937871405.1_ERR4757847_bin.1_CONCOCT_v1.1_MAG	Pichia kudriavzevii		FDB89F34	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_937871405.1_ERR4757847_bin.1_CONCOCT_v1.1_MAG.fa.gz
GCF_001983325.1_ASM198332v1	GCF_001983325.1_ASM198332v1	Pichia kudriavzevii	129	F7D73E60	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCF_001983325.1_ASM198332v1.fa.gz
GCA_019843505.1_ASCUSDY21	GCA_019843505.1_ASCUSDY21	Pichia kudriavzevii	ASCUSDY21	FE6C19CB	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_019843505.1_ASCUSDY21.fa.gz
GCA_041903555.1_BM01SB	GCA_041903555.1_BM01SB	Pichia kudriavzevii	ATCC 6258	F3581728	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_041903555.1_BM01SB.fa.gz
GCA_037040875.1_ASM3704087v1	GCA_037040875.1_ASM3704087v1	Pichia kudriavzevii	B114-03	F2114619	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037040875.1_ASM3704087v1.fa.gz
GCA_018105815.1_HGU_Pkud_B143	GCA_018105815.1_HGU_Pkud_B143	Pichia kudriavzevii	B143	F8E99577	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018105815.1_HGU_Pkud_B143.fa.gz
GCA_023629575.1_ASM2362957v1	GCA_023629575.1_ASM2362957v1	Pichia kudriavzevii	B7027	F4321383	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629575.1_ASM2362957v1.fa.gz
GCA_051943935.2_ASM5194393v2	GCA_051943935.2_ASM5194393v2	Pichia kudriavzevii	CBS 573	F13F4A91	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_051943935.2_ASM5194393v2.fa.gz
GCA_003054405.1_ASM305440v1	GCA_003054405.1_ASM305440v1	Pichia kudriavzevii	CBS5147	FC1122A9	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003054405.1_ASM305440v1.fa.gz
GCF_003054445.1_ASM305444v1	GCF_003054445.1_ASM305444v1	Pichia kudriavzevii	CBS573	F08E234B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCF_003054445.1_ASM305444v1.fa.gz
GCA_002166775.1_Cand_krus_Ckrusei653_V21	GCA_002166775.1_Cand_krus_Ckrusei653_V21	Pichia kudriavzevii	Ckrusei653	FA8A1126	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_002166775.1_Cand_krus_Ckrusei653_V21.fa.gz
GCA_029290715.1_ASM2929071v1	GCA_029290715.1_ASM2929071v1	Pichia kudriavzevii	CTeuk-1743	F57D9319	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_029290715.1_ASM2929071v1.fa.gz
GCA_014873065.1_ASM1487306v1	GCA_014873065.1_ASM1487306v1	Pichia kudriavzevii	CY902	F7B2BF4C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_014873065.1_ASM1487306v1.fa.gz
GCA_023629435.1_ASM2362943v1	GCA_023629435.1_ASM2362943v1	Pichia kudriavzevii	D108-B21	F0E13142	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629435.1_ASM2362943v1.fa.gz
GCA_023629555.1_ASM2362955v1	GCA_023629555.1_ASM2362955v1	Pichia kudriavzevii	F2008	FDFAFD5F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629555.1_ASM2362955v1.fa.gz
GCA_023629635.1_ASM2362963v1	GCA_023629635.1_ASM2362963v1	Pichia kudriavzevii	F2020	F5C4974F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629635.1_ASM2362963v1.fa.gz
GCA_023629535.1_ASM2362953v1	GCA_023629535.1_ASM2362953v1	Pichia kudriavzevii	F4008B	F6EC5368	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629535.1_ASM2362953v1.fa.gz
GCA_030264835.1_ASM3026483v1	GCA_030264835.1_ASM3026483v1	Pichia kudriavzevii	HJ2	F7E2BFDE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030264835.1_ASM3026483v1.fa.gz
GCA_021233995.1_ASM2123399v1	GCA_021233995.1_ASM2123399v1	Pichia kudriavzevii	KCKM 1001	FFB9EAA6	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_021233995.1_ASM2123399v1.fa.gz
GCA_001879685.1_ASM187968v1	GCA_001879685.1_ASM187968v1	Pichia kudriavzevii	KMBL5774	F4D2695B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001879685.1_ASM187968v1.fa.gz
GCA_047371105.1_ASM4737110v1	GCA_047371105.1_ASM4737110v1	Pichia kudriavzevii	LMA	F6375CA2	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_047371105.1_ASM4737110v1.fa.gz
GCA_047371045.1_ASM4737104v1	GCA_047371045.1_ASM4737104v1	Pichia kudriavzevii	LMA-1526	F8999040	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_047371045.1_ASM4737104v1.fa.gz
GCA_051996165.1_LMA-1530	GCA_051996165.1_LMA-1530	Pichia kudriavzevii	LMA-1530	F40CDF5D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_051996165.1_LMA-1530.fa.gz
GCA_031179465.1_ASM3117946v1	GCA_031179465.1_ASM3117946v1	Pichia kudriavzevii	M-3	F82E1A7B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_031179465.1_ASM3117946v1.fa.gz
GCA_023629315.1_ASM2362931v1	GCA_023629315.1_ASM2362931v1	Pichia kudriavzevii	M1110A	F54F430C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629315.1_ASM2362931v1.fa.gz
GCA_000286515.1_ASM28651v1	GCA_000286515.1_ASM28651v1	Pichia kudriavzevii	M12	FE271D0A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_000286515.1_ASM28651v1.fa.gz
GCA_023629595.1_ASM2362959v1	GCA_023629595.1_ASM2362959v1	Pichia kudriavzevii	M2002	FDC3B875	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629595.1_ASM2362959v1.fa.gz
GCA_023629375.1_ASM2362937v1	GCA_023629375.1_ASM2362937v1	Pichia kudriavzevii	M7004B	F3DF0E75	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629375.1_ASM2362937v1.fa.gz
GCA_000787615.1_ASM78761v1	GCA_000787615.1_ASM78761v1	Pichia kudriavzevii	NBRC 1279	FAA47C37	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_000787615.1_ASM78761v1.fa.gz
GCA_018402865.1_ASM1840286v1	GCA_018402865.1_ASM1840286v1	Pichia kudriavzevii	NBRC1279	F8EDB679	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018402865.1_ASM1840286v1.fa.gz
GCA_018402885.1_ASM1840288v1	GCA_018402885.1_ASM1840288v1	Pichia kudriavzevii	NBRC1664	F890632B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018402885.1_ASM1840288v1.fa.gz
GCA_029581905.1_ASM2958190v1	GCA_029581905.1_ASM2958190v1	Pichia kudriavzevii	NCYC 2658	F9BBD1AF	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_029581905.1_ASM2958190v1.fa.gz
GCA_050084705.1_ASM5008470v1	GCA_050084705.1_ASM5008470v1	Pichia kudriavzevii	NCYC 4488	F7B688AE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_050084705.1_ASM5008470v1.fa.gz
GCA_002798095.1_ASM279809v1	GCA_002798095.1_ASM279809v1	Pichia kudriavzevii	NG7	F964C7D1	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_002798095.1_ASM279809v1.fa.gz
GCA_032595395.1_ASM3259539v1	GCA_032595395.1_ASM3259539v1	Pichia kudriavzevii	NRRL Y-10940	FB58D40B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_032595395.1_ASM3259539v1.fa.gz
GCA_003705515.2_ASM370551v2	GCA_003705515.2_ASM370551v2	Pichia kudriavzevii	NRRL Y-5396	FA9EAAA8	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003705515.2_ASM370551v2.fa.gz
GCA_032595495.1_ASM3259549v1	GCA_032595495.1_ASM3259549v1	Pichia kudriavzevii	NRRL YB-373	F9182636	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_032595495.1_ASM3259549v1.fa.gz
GCA_032595415.1_ASM3259541v1	GCA_032595415.1_ASM3259541v1	Pichia kudriavzevii	NRRL YB-431	FBD85257	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_032595415.1_ASM3259541v1.fa.gz
GCA_032595455.1_ASM3259545v1	GCA_032595455.1_ASM3259545v1	Pichia kudriavzevii	NRRL YB-592	F1E9E7D2	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_032595455.1_ASM3259545v1.fa.gz
GCA_032595435.1_ASM3259543v1	GCA_032595435.1_ASM3259543v1	Pichia kudriavzevii	NRRL YB-615	F65F3494	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_032595435.1_ASM3259543v1.fa.gz
GCA_021014275.1_ASM2101427v1	GCA_021014275.1_ASM2101427v1	Pichia kudriavzevii	Nuruk	F000DC88	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_021014275.1_ASM2101427v1.fa.gz
GCA_023629495.1_ASM2362949v1	GCA_023629495.1_ASM2362949v1	Pichia kudriavzevii	P40-11	F6F22EC6	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629495.1_ASM2362949v1.fa.gz
GCA_023629475.1_ASM2362947v1	GCA_023629475.1_ASM2362947v1	Pichia kudriavzevii	P7006C	F73CEA9D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629475.1_ASM2362947v1.fa.gz
GCA_025503585.1_ASM2550358v1	GCA_025503585.1_ASM2550358v1	Pichia kudriavzevii	PB2809B	F807CC40	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_025503585.1_ASM2550358v1.fa.gz
GCA_023629415.1_ASM2362941v1	GCA_023629415.1_ASM2362941v1	Pichia kudriavzevii	PM40-15	FD7DD28D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629415.1_ASM2362941v1.fa.gz
GCA_023629455.1_ASM2362945v1	GCA_023629455.1_ASM2362945v1	Pichia kudriavzevii	S40-07	F157DAA8	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629455.1_ASM2362945v1.fa.gz
GCA_044592665.1_ASM4459266v1	GCA_044592665.1_ASM4459266v1	Pichia kudriavzevii	SCHI0087.S.155	FBFF1BCB	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_044592665.1_ASM4459266v1.fa.gz
GCA_032359565.1_ASM3235956v1	GCA_032359565.1_ASM3235956v1	Pichia kudriavzevii	SCHI0131.M.3	F95D273F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_032359565.1_ASM3235956v1.fa.gz
GCA_000764455.1_ASM76445v1	GCA_000764455.1_ASM76445v1	Pichia kudriavzevii	SD108	F41F180C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_000764455.1_ASM76445v1.fa.gz
GCA_003033855.1_ASM303385v1	GCA_003033855.1_ASM303385v1	Pichia kudriavzevii	SJP	F5AD6FA2	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003033855.1_ASM303385v1.fa.gz
GCA_048593475.1_ASM4859347v1	GCA_048593475.1_ASM4859347v1	Pichia kudriavzevii	VIT-IG4	FF3D4C3A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_048593475.1_ASM4859347v1.fa.gz
GCA_023629515.1_ASM2362951v1	GCA_023629515.1_ASM2362951v1	Pichia kudriavzevii	X2809A	F516C80E	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629515.1_ASM2362951v1.fa.gz
GCA_023629615.1_ASM2362961v1	GCA_023629615.1_ASM2362961v1	Pichia kudriavzevii	Y1104A	FC309366	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629615.1_ASM2362961v1.fa.gz
GCA_037042275.1_ASM3704227v1	GCA_037042275.1_ASM3704227v1	Pichia kudriavzevii	Y114-04A	F2A069BF	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037042275.1_ASM3704227v1.fa.gz
GCA_023629355.1_ASM2362935v1	GCA_023629355.1_ASM2362935v1	Pichia kudriavzevii	Y4012	F35F2454	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629355.1_ASM2362935v1.fa.gz
GCA_025503635.1_ASM2550363v1	GCA_025503635.1_ASM2550363v1	Pichia kudriavzevii	Y5A	F8ABD2BD	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_025503635.1_ASM2550363v1.fa.gz
GCA_980651665.1_TUCC00000414	GCA_980651665.1_TUCC00000414	Pichia manshurica		FC64C48C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_980651665.1_TUCC00000414.fa.gz
GCA_025531645.1_ASM2553164v1	GCA_025531645.1_ASM2553164v1	Pichia manshurica	B7015	F774B083	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_025531645.1_ASM2553164v1.fa.gz
GCA_025531675.1_ASM2553167v1	GCA_025531675.1_ASM2553167v1	Pichia manshurica	F8012	F04E5D11	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_025531675.1_ASM2553167v1.fa.gz
GCA_030769885.1_ASM3076988v1	GCA_030769885.1_ASM3076988v1	Pichia manshurica	KUST-F1705	FFF01BFC	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030769885.1_ASM3076988v1.fa.gz
GCA_030220005.1_ASM3022000v1	GCA_030220005.1_ASM3022000v1	Pichia manshurica	NRRL Y-27978	F8D3B786	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030220005.1_ASM3022000v1.fa.gz
GCA_030578975.1_ASM3057897v1	GCA_030578975.1_ASM3057897v1	Pichia manshurica	NRRL Y-27978T	FF718C07	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030578975.1_ASM3057897v1.fa.gz
GCA_025531665.1_ASM2553166v1	GCA_025531665.1_ASM2553166v1	Pichia manshurica	P8010B	F4E75C79	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_025531665.1_ASM2553166v1.fa.gz
GCA_025531695.1_ASM2553169v1	GCA_025531695.1_ASM2553169v1	Pichia manshurica	Y1106A	FA96FAA9	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_025531695.1_ASM2553169v1.fa.gz
GCA_005406165.1_YM63_assembly1	GCA_005406165.1_YM63_assembly1	Pichia manshurica	YM63	FCFAAEBF	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_005406165.1_YM63_assembly1.fa.gz
GCA_937838335.1_ERR4757856_bin.1_CONCOCT_v1.1_MAG	GCA_937838335.1_ERR4757856_bin.1_CONCOCT_v1.1_MAG	Pichia membranifaciens		F73209EC	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_937838335.1_ERR4757856_bin.1_CONCOCT_v1.1_MAG.fa.gz
GCA_001950575.1_P_membrenifaciens-1.0	GCA_001950575.1_P_membrenifaciens-1.0	Pichia membranifaciens	KS47-1	F62C0C24	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001950575.1_P_membrenifaciens-1.0.fa.gz
GCA_031021045.1_ASM3102104v1	GCA_031021045.1_ASM3102104v1	Pichia membranifaciens	NCYC 55	FA6911AB	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_031021045.1_ASM3102104v1.fa.gz
GCF_001661235.1_Picme2	GCF_001661235.1_Picme2	Pichia membranifaciens	NRRL Y-2026	F43C547F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCF_001661235.1_Picme2.fa.gz
GCA_030570355.1_ASM3057035v1	GCA_030570355.1_ASM3057035v1	Pichia nakasei	NRRL Y-7686	F6C5A53B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030570355.1_ASM3057035v1.fa.gz
GCA_030573035.1_ASM3057303v1	GCA_030573035.1_ASM3057303v1	Pichia nanzhaoensis	CBS 15346	F74798DE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030573035.1_ASM3057303v1.fa.gz
GCA_051996985.1_ASM5199698v1	GCA_051996985.1_ASM5199698v1	Pichia norvegensis	35763_2-13	FEB2EEFD	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_051996985.1_ASM5199698v1.fa.gz
GCA_003339405.1_UCD_Pnorv_NO1	GCA_003339405.1_UCD_Pnorv_NO1	Pichia norvegensis	CBS 1922	F6CF9F7D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003339405.1_UCD_Pnorv_NO1.fa.gz
GCA_030570285.1_ASM3057028v1	GCA_030570285.1_ASM3057028v1	Pichia norvegensis	NRRL Y-7687	FEEEAE79	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030570285.1_ASM3057028v1.fa.gz
GCA_030142935.1_WPI_Io_ApC_1.0	GCA_030142935.1_WPI_Io_ApC_1.0	Pichia occidentalis	ApC	FDC43F0D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030142935.1_WPI_Io_ApC_1.0.fa.gz
GCA_023629695.1_ASM2362969v1	GCA_023629695.1_ASM2362969v1	Pichia occidentalis	F2013-T	FC3C6369	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629695.1_ASM2362969v1.fa.gz
GCA_029581965.1_ASM2958196v1	GCA_029581965.1_ASM2958196v1	Pichia occidentalis	NRRL Y-6545	F0CFBD63	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_029581965.1_ASM2958196v1.fa.gz
GCA_003705455.2_ASM370545v2	GCA_003705455.2_ASM370545v2	Pichia occidentalis	NRRL Y-7552	FD36F540	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003705455.2_ASM370545v2.fa.gz
GCA_029581915.1_ASM2958191v1	GCA_029581915.1_ASM2958191v1	Pichia occidentalis	NRRL YB-3389	F4622ECE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_029581915.1_ASM2958191v1.fa.gz
GCA_023629655.1_ASM2362965v1	GCA_023629655.1_ASM2362965v1	Pichia occidentalis	PH4030B	F5EC0E4E	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023629655.1_ASM2362965v1.fa.gz
GCA_029581985.1_ASM2958198v1	GCA_029581985.1_ASM2958198v1	Pichia occidentalis	UCDFST 75-63	F0854FB5	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_029581985.1_ASM2958198v1.fa.gz
GCA_030573095.1_ASM3057309v1	GCA_030573095.1_ASM3057309v1	Pichia paraexigua	CBS 15237	F5E5BCCF	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030573095.1_ASM3057309v1.fa.gz
